uid_t,name,name_zh,village,raw_Text
V338-3,Beiguan wudimiao,北关五帝庙,V338, Beiguan wudimiao 北关五帝庙 was rebuilt during the late Qing Dynasty. The main god is Yuhuang dadi 玉皇大帝. Secondary gods include Tiandijun qinshi 天地君亲师
V338-4,Yingxiangting,迎祥亭,V338," Yingxiangting 迎祥亭: The main god is Zhanggong shengjun 张公圣君, Secondary gods include Ciji zhenjun 慈济真君 and Wang xiansheng 王先生"
V338-5,Tandu’an,坛渡庵,V338, Tandu’an 坛渡庵: The main god is Shijia mouni 释伽牟尼
V338-6,Zhanqueting Buddhist pagoda,瞻阙亭,V338," Zhanqueting Buddhist pagoda 瞻阙亭 is located in Touting 头亭. This temple was built in the early Ming and restored in the Qing (PTZJZCG, 1992:199). "
V339-1,Longpo nanyishê,龙坡南义社,V339," Longpo nanyishê 龙坡南义社: The main gods are Wugu shenxian 五谷神仙, Zunzhu mingwang 尊主明王, Houtu furen 后 土夫人, and Sima shengwang 司马圣王. Secondary gods include Zhaoxian shengwang 昭显圣王 and Taiwei yuanshuai 太尉元帅"
V339-2,Zhonglinci,忠霖祠,V339, Zhonglinci 忠霖祠: The main god is Sanyi jiaozhu 三一教主 
V340-1,Longpo yishê,龙坡义社,V340," Longpo yishê 龙坡义社 is within the Taishimiao 太师庙: The main gods are Yanggong taishi 杨公太师, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人. Secondary gods include Magong taishi 马公太师, Tiegong taishi 铁公太师, Sanyi jiaozhu 三一教主, Zhanggong shengjun 张公圣君, Lisan furen 李三夫人, Tiangong yuanshuai 田公 元帅, Qitian dasheng 齐天大圣, Zhang boye 张伯爷, Huang daye 黄大爷, Meng jiangjun 孟将军, Chen jiangjun 陈将军, Jiao jiangjun 焦将军, and Yue jiangjun 岳将军"
V340-2,Guanyinge,观音阁,V340, Guanyinge 观音阁 (Junlitan 郡厉坛): The main god is Guanyin 观音. Secondary gods include Weituo 韦驮 and Jialan 迦蓝. 
V341-1,Longpo xijing Xiandengshê,龙坡西境贤登社,V341," Longpo xijing Xiandengshê 龙坡西境贤登社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Dutian yuanshuai 都天元帅, Huanggong ershi 黄公二使, Tiangong yuanshuai 田公元帅, Fazhu xianfei 法主仙妃, and Fude zhengshen 福德正神"
V341-2,Longpo xijing Hemeishê,龙坡西境和美社,V341, Longpo xijing Hemeishê 龙坡西境和美社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Fazhu xianfei 法主仙妃 and Yangshi shengfei 杨氏圣妃
V341-3,Longpo xijing Yiningshê,龙坡西境义宁社,V341," Longpo xijing Yiningshê 龙坡西境义宁社: The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, and Sansheng zhenjun 三圣 真君. Secondary gods include Huanggong dashi 黄公大使, Mayang jiangjun 马洋将军, Ruigou xianggong 瑞沟相公, Chen Jinggu 陈靖姑, Yang jiuniang 杨九娘, Fazhu xianfei 法主仙妃, and Wencao wupan 文曹武判"
V341-4,Xixinggong,西行宫,V341," Xixinggong 西行宫: The main god is Xuantian shangdi 玄天上帝. Secondary gods include Wen yuanshuai 温元帅, Kang yuanshuai 康元帅, Mayuanshuai 马元帅, and Zhao yuanshuai 赵元帅"
V341-5,Weilinggong,威灵宫,V341, Weilinggong 威灵宫: The main god is Tiangong yuanshuai 田公元帅. Secondary gods include Wang daren 王大人
V341-6,Baimagong,白马宫,V341," Baimagong 白马宫: The main god is Wen daren 温大人. Secondary gods include Huanggong yuanshuai 黄公元帅, Fude zhengshen 福德正神, Baiya jiangjun 白牙将军, and Xu jiangjun 徐将军. "
V342-1,Longpo dongshê,龙坡东社,V342," Longpo dongshê 龙坡东社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅, Fazhu xianfei 法主仙妃, Zhanggong shengjun 张公圣君 and Baiya jiangjun 白牙 将军"
V342-2,Xiadaisi Buddhist temple,下戴寺,V342," Xiadaisi Buddhist temple 下戴寺 was rebuilt before 1949 by Buddist monk Yongjing 永静 (PTZJZCG, 1992:199). "
V343-1,Longpo tongyishê,龙坡通义社,V343," Longpo tongyishê 龙坡通义社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Sima shengwang 司马圣王, Taiwei yuanshuai 太尉元帅, Qitian dasheng 齐天大圣, Fude zhengshen 福德正神, Huye 虎爷, and Zhong jun 中军. "
V344-1,Xiangheshê,祥和社,V344," Xiangheshê 祥和社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Sima shengwang 司马圣王, Qitian dasheng 齐天大圣, and Fude zhengshen 福德正神"
V344-2,Qingmengong,青门宫,V344," Qingmengong 青门宫 (Dongguan taishimiao 东关太师庙): The main god is Yanggong taishi 杨公太师. Secondary gods include Zhanggong shengjun 张公圣君, Fazhu xianfei 法主仙妃, Chenshi zhenren 陈氏真人, Guanyin dashi 观音大士, Xufu daren 徐府大人, Yangmen bajiang 杨门八将, and Zhongjun 中军"
V344-3,Hulanci,壶兰祠,V344, Hulanci 壶兰祠: The main god is Sanyi jiaozhu 三一教主 
V345-1,Baoning dongshê,保宁东社,V345," Baoning dongshê 保宁东社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tianshang shengmu 天上圣母, Chenshi zhenren 陈氏真人, Lufu daren 鲁府大人, Sima shengwang 司马圣王, Qitian dasheng 齐天大圣, Gaoshan shenghou 高山圣候, and Wenwu liesheng文武列圣"
V345-2,Yangzhici,仰止祠,V345," Yangzhici 仰止祠: The main god is Sanyi jiaozhu 三一教主. Secondary gods include Sanguan dadi 三官大帝, Xufu daren 徐府大人, Tiangong yuanshuai 田公元帅, Baiya jiangjun 白牙将军, Xietian dadi 协天大帝, and Hufa longtian 护法龙天"
V345-3,Puzhaosi,普照寺,V345, Puzhaosi 普照寺: The main god is Guanyin dashi 观音大士. 
V346-1,Jifu zushê,集福祖社,V346," Jifu zushê 集福祖社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Zhanggong shengjun 张公圣君, Tianshang shengmu 天上圣母, Fazhu xianfei 法主仙妃, Dutian yuanshuai 都天元帅, Lufu dashen 鲁府大神, Lufu furen 鲁府夫人, and Lufu yima 鲁府姨妈"
V346-2,Ta’an,塔庵,V346, Ta’an 塔庵: The main god is Daxiong 大兄
V346-3,Hongrenci,弘仁祠,V346," Hongrenci 弘仁祠: The main gods are Li daye 李大爷, Huang daye 黄大 爷 and Xie daye 谢大爷"
V346-4,Baihuatang,百华堂,V346, Baihuatang 百华堂: The main god is Xu daren 徐大人
V346-5,Cuiting Buddhist pagoda,崔亭,V346," Cuiting Buddhist pagoda 崔亭 (PTZJZCG, 1992:198). "
V347-1,Yihai xishê,义海西社,V347," Yihai xishê 义海西社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Lufu dashen 鲁府大神, Lufu furen 鲁府夫人, and Lufu yima 鲁府姨妈"
V347-2,Hunyuandian,混元殿,V347," Hunyuandian 混元殿 was built in Guangxu 17 (1891) and rebuilt in 1925 and 1965. The main god is Xuantian shangdi 玄天上帝. Secondary gods include Zhanggong shengjun 张公圣君, Liufu daren 刘府大人, and Badajiang 八大将"
V347-3,Fulongan,福隆庵,V347, Fulongan 福隆庵 was built during the Yongzheng period (1723–1735). It is claimed that this temple branched off from the Southern Shaolin Monastery 南少林寺下院. The main god is Rulaifo 如来佛
V347-4,Qilongan,祗隆庵,V347," Qilongan 祗隆庵 was built in 1915 (PTZJZCG, 1992:198). "
V348-1,Dongguan wudimiao,东关五帝庙,V348," Dongguan wudimiao 东关五帝庙 was rebuilt in Jiaqing 22 (1817). The main god are Wuhuang dadi 五皇大帝. Secondary gods include Xuantian shangdi 玄天上帝, Xuantan yuanshuai 玄坛元帅, Tiangong yuanshuai 田公元帅 and Guansheng dijun 关圣帝君"
V348-2,Jiyi xingshê,集义兴社,V348," Jiyi xingshê 集义兴社, Tianxianfu 天仙府: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Xuantian shangdi 玄天上帝, Li tianwang 李天王, Zhanggong shengjun 张 公圣君, Dutian yuanshuai 都天元帅, Yanggong taishi 杨公太师, Tiangong yuanshuai 田公元帅, Wen yuanshuai 温元帅, Kang yuanshuai 康元帅, Ma yuanshuai 马元帅, and Zhao yuanshuai 赵元帅, Xu daren 徐大人 and Da wangye 大王爷. "
V349-1,Baofu zushê,保福祖社,V349," Baofu zushê 保福祖社 was originally built in Ming Zhengde 12 (1517) and was rebuilt in Qing Jiaqing 3 (1799) and again in 1994. The temple belongs to the Ye lineage. The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Wengong yuanshuai 温公元帅, Tiangong yuanshuai 田公元帅, Fazhu xianfei 法主仙妃, Jiucha shenghou 纠察圣侯, and Xietian dadi 协天大帝"
V349-2,Baofu shangshê,保福上社,V349," Baofu shangshê 保福上社 was built in Qianlong 6 (1741). The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Jiucha shenghou 纠察圣侯, Taiyi xiangu 太乙仙姑, Xietian dadi 协天大帝, Guan Ping 关平, Zhou Cang 周仓, and Wengong yuanshuai 温公元帅. This temple belongs to the Cai 蔡 lineage"
V349-3,Zifenggong,紫峰宫,V349," Zifenggong 紫峰宫 is dedicated to Xietian dadi 协天大帝. Secondary gods include Guanping 关平, Zhoucang 周仓 and Wengong yuanshuai 温 公元帅"
V349-4,Tongyingtang,通应堂,V349, Tongyingtang 通应堂 formerly belonged to a twelve family alliance. The main god is Guanyin dashi 观音大士. Secondary gods are Weituo 韦驮 and Jalan 伽蓝
V349-5,Feiyundian,飞云殿,V349," Feiyundian 飞云殿: The main god is Puhua tianzun 普化天尊. Secondary gods include Pengfu daren 彭府大人, Lifu daren 李府大人, and Daxiong 大兄. "
V350-1,Feilaige,飞来阁,V350, Feilaige 飞来阁: The main gods are Qitian dasheng 齐天大圣 and Tiangong yuanshuai 田公元帅. Secondary gods include Fude zhengshen 福德正神
V350-2,Kuoweishê,阔尾社,V350," Kuoweishê 阔尾社, Sangongmiao 三公庙: The main gods are imperial court granted 敕封 Enzhu sangong 恩主三公 and Tianshang shengmu 天上圣母. Secondary gods include Zhu daren 朱大人 and Wenwu liesheng 文武列圣"
V350-3,Qiaotou Xiningshê,桥头熙宁社,V350, Qiaotou Xiningshê 桥头熙宁社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V350-4,Pubian Yuhu zushê,浦边玉湖祖社,V350, Pubian Yuhu zushê 浦边玉湖祖社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Yanggong taishi 杨公太师
V350-5,Houmen yuhu shangshê,后门玉湖上社,V350, Houmen yuhu shangshê 后门玉湖上社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V350-6,Qiaodong jiuchamiao,桥东纠察庙,V350," Qiaodong jiuchamiao 桥东纠察庙: The main gods are Enzhu sangong 恩主三公, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人. Secondary gods include Jiucha yuanshuai 纠察元帅 and Hei jiangjun 黑将军"
V350-7,Yuqiao xinshê,玉桥新社,V350, Yuqiao xinshê 玉桥新社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V350-8,Yuhu shuyuan,玉湖书院,V350, Yuhu shuyuan 玉湖书院: The main god is Sanyi jiaozhu 三一教主 9) Weixiantan 威显坛: The main god is Yanggong taishi 杨公太师
V350-9,Damafu,大妈府,V350, Damafu 大妈府: The main god is Cuifu dama 崔府大妈
V350-10,Yuhudong,玉湖洞,V350, Yuhudong 玉湖洞: The main god is Lufu yima 鲁府姨妈
V350-11,Baihu Chongjimiao,白湖崇济庙,V350, Baihu Chongjimiao 白湖崇济庙: The main god is Tianshang shengmu 天上圣母
V350-12,Qingyuantang Buddhist hall,清源堂,V350," Qingyuantang Buddhist hall 清源堂 was built before 1949 (PTZJZCG, 1992:198). "
V351-1,Sanshan zujishê,三山祖迹社,V351, Sanshan zujishê 三山祖迹社: The main god is Enzhu sangong 恩主三公
V351-2,Shangshu zumiao,尚书祖庙,V351," Shangshu zumiao 尚书祖庙: also called Chen Wenlong jinianguan 陈文 龙纪念馆. The main god is Chen Wenlong 陈文龙. Secondary gods include Chenghuang laoye 城隍老爷, Huguo taifuren 护国太夫人 and Suijia dutong 随驾都统"
V351-3,Jingxin shuyuan,镜心书院,V351, Jingxin shuyuan 镜心书院: The main god is Sanyi jiaozhu 三一教主. Secondary gods include Wenchang dijun 文昌帝君 and Dage 大哥. 
V352-1,Lujiang qianjing Longxingshê,芦江前境隆兴社,V352, Lujiang qianjing Longxingshê 芦江前境隆兴社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫 人. Secondary gods include Qian siniang 钱四娘 and Fude zhengshen 福德 正神. The temple was rebuilt in the Qing Xianfeng 1 (1851)
V352-2,Chaoyanggong,朝阳宫,V352," Chaoyanggong 朝阳宫: The main gods are Sima shengwang 司马圣王 and Zhanggong shengjun 张公圣君. Secondary gods include Wulu shenghou 五路圣侯, Qitian dasheng 齐天大圣, Liu dashi 柳大使, and Jin dashi 金大使"
V352-3,Yujiang shuyuan,玉江书院,V352, Yujiang shuyuan 玉江书院: The main god is Sanyi jiaozhu 三一教主. 
V353-1,Lujiangjing Yuefengshê,鲁江境月峰社,V353," Lujiangjing Yuefengshê 鲁江境月峰社 is linked to the Beijidian 北极殿: The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, and Xuantian shangdi 玄天上帝. Secondary gods include Wang lingguan 王灵官"
V353-2,Babaomiao,八宝庙,V353," Babaomiao 八宝庙: The main god is Baima jiangjuan 白马将军爷 (Babaoye 八宝). Secondary gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人 and Fude zhengshen 福德正神"
V353-3,Yuxiangci,玉香祠,V353," Yuxiangci 玉香祠 is dedicated to Lin Longjiang 林龙江. The SJCDCB, 1992:5 records 52 initiates. "
V354-1,Lujiang zhongjing Lingxing zushê,芦江中境灵兴,V354," Lujiang zhongjing Lingxing zushê 芦江中境灵兴 祖社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 2) Baoxinggong 保兴宫: The main gods are Lufu dashen 鲁府大神, Lufu furen 鲁府夫人, and Lufu yima 鲁府姨妈"
V354-2,Ping’anci,平安祠,V354, Ping’anci 平安祠: The main god is Sanyi jiaozhu 三一教主. 
V355-1,Lujiangxijing Guangzhengshê,庐江西境广正社,V355," Lujiangxijing Guangzhengshê 庐江西境广正社: The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Zhanggong shengjun 张公圣君, and Ciji zhenjun 慈济真君. Secondary gods include Linshui furen 临水夫人 and Taiyi xiangu 太乙仙姑"
V355-2,Mingsanci,明三祠,V355," Mingsanci 明三祠 was built during the late Qing. The main god is Sanyi jiaozhu 三一教主 Secondary gods include Zhuo zhenren 卓真人, Zhang Sanfeng 张三丰, Chen hufa 陈护法, and Yuantan yuanshuai 玄坛元帅. "
V356-1,Longtang shangshê,龙塘上社,V356," Longtang shangshê 龙塘上社 branched off from Heshê 何社. The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tianshang shengmu 天上圣母, Sima shengwang 司马圣王, Dutian yuanshuai 都天元帅 and Zhongtian yuanshuai 中天元帅"
V356-2,Mingdetang,明德堂,V356," Mingdetang 明德堂: The main god is Sanyi jiaozhu 三一教主. Secondary gods include Guansheng dijun 关圣帝君, Xuantan yuanshuai 玄坛元帅, Xinjiao four shê ritual alliance Puhua tianzun 普化天尊, Guanyin dashi 观音大士, Zhanggong shengjun 张公圣君, Dutian yuanshuai 都天元帅 and Wusheng xianfei 吴圣仙妃. "
V357-1,Longtangshê,龙塘社,V357," Longtangshê 龙塘社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Sima shengwang 司马圣王, Lufu dashen 鲁府大神, and Huanggong ershi 黄公二使"
V357-2,Longxianmiao,龙显庙,V357, Longxianmiao 龙显庙: The main god is Yanggong taishi 杨公太师. Secondary gods include Yang jiuniang 杨九娘 and Tie daren 铁大人. This is the main temple of the four shê alliance of Xinjiao
V357-3,Xutanggong,徐堂宫,V357, Xutanggong 徐堂宫: The main god is Xu daren 徐大人. Secondary gods include Zhang daren 张大人 and Zuoyou jiangjun 左右将军
V357-4,Longdeci,龙德祠,V357," Longdeci 龙德祠 is dedicated to Lin Longjiang 林龙江. The SJCDCB, 1992:5 records 35 initiates. "
V358-1,Longtang zhongshê,龙塘中社,V358, Longtang zhongshê 龙塘中社 (the altar is located in the Longtangshê 龙塘社 of Jiaodong village 郊东): The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V358-2,Xingangong,兴安宫,V358," Xingangong 兴安宫: The main god is Tiangong yuanshuai 田公元帅, Guangze zunwang 广泽尊王. Secondary gods include Caigong yuanshuai 蔡公元帅, Ougong yuanshuai 欧公元帅, and Lingya jiangjun 灵牙将军"
V358-3,Mingxiatang,明夏堂,V358," Mingxiatang 明夏堂 is dedicated to Lin Longjiang 林龙江. The SJCDCB, 1992:5 records 50 initiates. "
V359-1,Longtang shangshê,龙塘上社,V359," Longtang shangshê 龙塘上社 branched off from Huangdun 黄墩 in Guangxu 17 (1891). The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人 and Tianshang shengmu 天上圣母"
V359-2,Lixiangci,荔香祠,V359," Lixiangci 荔香祠: The main god is Sanyi jiaozhu 三一教主. Secondary gods include Zhang Sanfeng 张三峰, Zhuo zhenren 卓真人, Guanyin dashi 观音大士, Tiangong yuanshuai 田公元帅, Xuantian shangdi 玄天上帝, Xuantan yuanshuai 玄坛元帅 and Puhua tianzun 普化天尊. The SJCDCB, 1992:5 records 30 initiates. "
V360-1,Punanjing Wanfushê,浦南境万福社,V360, Punanjing Wanfushê 浦南境万福社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V360-2,Feiyungong,飞云宫,V360, Feiyungong 飞云宫: The main gods are Tiangong yuanshuai 田公元帅 and Yanggong taishi 杨公太师. Secondary gods are Sanyi jiaozhu 三一教主 and Yangjiuniang 杨九娘. 
V361-1,Dongzhoujing Anjishê,东洲境安吉社,V361,"Dongzhoujing Anjishê 东洲境安吉社 has now combined with Doumentou 陡门头 village, and was rebuilt in 1985. The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. "
V362-1,Dongjiaojing Anjishê,东郊境安吉社,V362," Dongjiaojing Anjishê 东郊境安吉社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods are Guangze zunwang 广泽尊王, Zhongtian dasheng 中天大圣, Tiangong yuanshuai 田公元帅, Liugong yuanshuai 刘公元帅 and Huban dashen 虎班大神"
V362-2,Xinglanting,兴澜亭,V362, Xinglanting 兴澜亭: The main god is Guanyin dashi 观音大士. 
V363-1,Doumenjing Anjishê,陡门境安吉社,V363, Doumenjing Anjishê 陡门境安吉社 (combined with Dongzhou 东洲): The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V363-2,Zhengxingtang,正兴堂,V363," Zhengxingtang 正兴堂 was built during the early Qing Dynasty, and renovated after the founding of the PRC. The temple was originally located in a Buddhist temple called Chaozongan 朝宗庵, but was later built as an independent temple by the four-village alliance. The main god is Sanyi jiaozhu 三一教主 Secondary gods include Zhuo zhenren 卓真人 and Zhang Sanfeng 张三峰. "
V364-1,Gaoyishê,高义社,V364," Gaoyishê 高义社: The main gods are Zunzhu mingwang 尊主明王, Wugu furen 五谷夫人 and Linshui furen 临水夫人"
V364-2,Xingshenggong,兴盛宫,V364," Xingshenggong 兴盛宫: The main god is Tiangong yuanshuai 田公元帅, Zhanggong shengjun 张公圣君. Secondary gods include Guanyin dashi 观 音大士, Yanggong taishi 杨公太师, Fude zhengshen 福德正神, Kanggong yuanshuai 康公元帅, and Kui Zhongjun 魁中军"
V364-3,Mingdetang,明德堂,V364," Mingdetang 明德堂: The main god is Sanyi jiaozhu 三一教主. Secondary gods include Xuantian shangdi 玄天上帝, Xuantan yuanshuai 玄坛元 帅, Weituo zunzhe 韦驮尊者, Zhang Sanfeng 张三丰 and Zhuo zhenren 卓真人. Caozhu two jia ritual alliance 4) Ciyinting 慈荫亭: The main god is Guanyin dashi 观音大士. Secondary gods include Wenchang dijun 文昌帝君, Guansheng dijun 关圣帝君 and Chensheng faye 陈胜法爷. "
V365-1,Nanjijing Zhangzhenshê,南箕境张镇社,V365, Nanjijing Zhangzhenshê 南箕境张镇社: The main gods are Chifeng Zunzhu mingwang 敕封尊主明王 and Houtu furen 后土 夫人. The secondary god is Wugu furen 五谷夫人
V365-2,Zhaohuimiao,昭惠庙,V365," Zhaohuimiao 昭惠庙 was built during the Yuan Dade period (1297– 1307). The temple was renovated both during the late Qing and after the founding of the PRC. The main god is Tianshang shengmu 天上圣母. Secondary gods include Sima shengwang 司马圣王, Dutian yuanshuai 都天元帅, Qitian dasheng 齐天大圣, Zhanggong shengjun 张公圣君, Wulu jiangjun 五路将军, Yangong daren 晏公大人, Wenwu liesheng 文武 列圣"
V365-3,Haiwei Zhangzhenshê,海尾张镇社,V365, Haiwei Zhangzhenshê 海尾张镇社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. 
V366-1,Zhangzhen heshê,张镇何社,V366," Zhangzhen heshê 张镇何社 is linked to the Zhuoling miao 濯灵庙: This temple was rebuilt in the 1936, and was renovated after the founding of the PRC. The main gods are Zunzhu mingwang 尊主 明王, Houtu furen 后土夫人, Fazhu xianfei 法主仙妃, and Jiucha dasheng 纠察大圣. Secondary gods include Xietian dadi 协天大帝 and Jiangding shengwang 江定圣王"
V366-2,Zhangzhen chenshê,张镇陈社,V366, Zhangzhen chenshê 张镇陈社: The main god is Zunzhu mingwang 尊主 明王 and Houtu furen 后土夫人
V366-3,Zhuolingmiao,濯灵庙,V366, Zhuolingmiao 濯灵庙: The main god is Ligong yuanshuai 李公元帅
V366-4,Wuchangci,五常祠,V366, Wuchangci 五常祠: This temple was built in Wanli 15 (1587) and rebuilt during the Daoguang period (1821–1850). The main god is Sanyi jiaozhu 三一教主. Secondary gods include Zhang Sanfeng 张三峰 and Zhuo zhenren 卓真人
V366-5,Zhenwumiao,真武庙,V366, Zhenwumiao 真武庙: The main god is Xuantian shangdi 玄天上帝. Secondary god is Leisheng puhua tianzun 雷声普化天尊
V366-6,Lanyimiao,兰义庙,V366, Lanyimiao 兰义庙: The main god is Xietian dadi 协天大帝. Secondary gods include Guan Ping 关平 and Zhou Cang 周仓
V366-7,Defengsi Buddhist temple,德丰寺,V366," Defengsi Buddhist temple 德丰寺 was rebuilt in the early Republican period (PTZJZCG, 1992:200). "
V367-1,Zhangzhen zushê,张镇祖社,V367," Zhangzhen zushê 张镇祖社 was built in Tongzhi 1 (1862). This temple branched off from the Zhangzhen heshê 张镇何社 of Jiangbian 江边张镇. On 1/ 13 of every year, incense is requested 请香 from the Heshê 何社 to re-affirm the link between the temples. The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人"
V367-2,Zhaolinggong,昭灵宫,V367," Zhaolinggong 昭灵宫: Originally built prior to the Ming, the temple was rebuilt in the Jiajing 40 (1561). The temple is co-owned by three surnames: the Kang 康, the Wu 吴, and the He 何. The main god is Fazhu xianfei 法主 仙妃. Secondary gods include Guansheng dijun 关圣帝君, Lufu dashen 鲁 府大神, Lufu furen 鲁府夫人, and Lufu yima 鲁府姨妈"
V367-3,Shengzhongtang,圣中堂,V367, Shengzhongtang 圣中堂: This temple was built in the sixth year of Daoguang 6 (1826). The main god is Sanyi jiaozhu 三一教主. Secondary gods include Xuantian shangdi 玄天上帝 and Wenchang dijun 文昌帝君. 
V368-1,Zhangzhenshê,张镇社,V368," Zhangzhenshê 张镇社, Zhaohuimiao 昭惠庙: The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, and Tianshang shengmu 天上圣母"
V368-2,Fuxingtang,福兴堂,V368, Fuxingtang 福兴堂: The main god is Sanyi jiaozhu 三一教主. 
V369-1,Xinxing zushê,新兴祖社,V369," Xinxing zushê 新兴祖社 was built in Jiaqing 14 (1809). The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tianshang shengmu 天上圣母, Tiangong yuanshuai 田公元帅, Dutian yuanshuai 都天元帅, Xuantan yuanshuai 玄 坛元帅, Qitian dasheng 齐天大圣, Zhanggong shengjun 张公圣君, Sima shengwang 司马圣王, Sanyi jiaozhu 三一教主, Li daren 李大人, Yang jiuniang 杨九娘, and Wenwu liesheng 文武列圣"
V369-2,Zhenxingting,振兴亭,V369, Zhenxingting 振兴亭: The main god is Guanyin dashi 观音大士. 
V370-1,1) Xinxingshê,新兴社,V370," 1) Xinxingshê 新兴社: located in Huanggoubian 黄沟边. The main god is Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Xufu daren 徐府大人, Sima shengwang 司马圣王, Xuantan yuanshuai 玄坛元帅, Liugong yuanshuai 刘公元帅, Cigan xianfei 慈感仙妃, Zhanggong shengjun 张公圣君, Fushi jiangjun 副使将军, Wuhu jialuo 五虎 伽罗 and Chenshi zhenren 陈氏真人"
V370-2,Yuanyingmiao,元应庙,V370, Yuanyingmiao 元应庙 is located in Daiwai 埭外. The main god is Tiangong yuanshuai 田公元帅. Secondary gods include Lingya jiangjun 灵牙将 军 and Fude zhengshen 福德正神
V370-3,Tengyungong,腾云宫,V370, Tengyungong 腾云宫 is located in Dunzai 墩仔. The main god is Xuantian shangdi 玄天上帝. Secondary gods include Tianzun yuanshuai 天尊元 帅 and Zhanggong shengjun 张公圣君
V370-4,Kuiguang shuyuan,奎光书院,V370," Kuiguang shuyuan 奎光书院, located in Daiwai 埭外 and was built during the Baoqing period (1225–1227). There is a plaque from Jiaqing 2 (1797). The main god is Wenchang dijun 文昌帝君. Secondary gods include Yiyong pujihou 义勇普济侯 (Wu Xing 吴兴, also called as Gufengye 古峰爷), and Wusheng tianfei 吴圣天妃"
V370-5,Puguangci,普光祠,V370," Puguangci 普光祠: located in Dunzi 墩仔. The main god is Sanyi jiaozhu 三一教主. Secondary gods include Taiyi xiangu 太乙仙姑, Zhang Sanfeng 张三峰, Zhu Huixu 朱慧虚 and Hufa longtian 护法龙天"
V370-6,Zhaoyangci,朝阳祠,V370," Zhaoyangci 朝阳祠 is located in Dainei. The temple was built during the Ming Wanli 万历 period (1573–1620) and rebuilt during the Qing Tongzhi 同治 period (1862–1874). The main god is Sanyi jiaozhu 三一教主. Secondary gods include Zhang Sanfeng 张三峰, Zhuo Zhenren 卓真人, Guansheng dijun 关圣帝君, Wenchang dijun 文昌帝君, Chensheng hufa 陈胜 护法, Guan Ping 关平 and Zhou Cang 周仓. The SJCDCB, 1992:6 records 122 initiates"
V370-7,Shenggongmiao,圣公庙,V370, Shenggongmiao 圣公庙 is located in Xincuo 新厝. The main god is Fude zhengshen 福德正神
V370-8,Fengdeci,凤德祠,V370, Fengdeci 凤德祠 is located in Tiancuo 田厝. The main god is Sanyi jiaozhu 三一教主 9) Mingxiatang 明夏堂: located in Tianzhuang 田庄. The main god is Sanyi jiaozhu 三一教主
V370-9,Pumingtang,普明堂,V370, Pumingtang 普明堂: located in Tianzhuang 田庄. The main god is Sanyi jiaozhu 三一教主. 
